,counter_id,daily_range_high,daily_range_low,ticker,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time,name
15005,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/26/2021,14:38:53,STANDARD BANK MALAWI PLC
15006,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/26/2021,14:38:53,SUNBIRD TOURISM PLC
15007,16,16,16,TNM,16,0,16,16,92763,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/26/2021,14:38:53,TELEKOM NETWORKS MALAWI PLC
15008,1,35.75,35.75,AIRTEL,35.75,0,35.75,35.75,36025,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/23/2021,14:34:46,AIRTEL MALAWI PLC
15009,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/23/2021,14:34:46,BLANTYRE HOTELS PLC
15010,3,15.97,15.97,FDHB,13.6,15.97,15.98,15.97,25400,0.43,2.69,12.69,7.88,4.09,110209.47,13988.78,6901031250,7/23/2021,14:34:46,FDH BANK PLC
15011,4,65,65,FMBCH,65,0,65,65,529303,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/23/2021,14:34:46,FMB CAPITAL HOLDINGS PLC
15012,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/23/2021,14:34:46,ICON PROPERTIES PLC
15013,6,110.02,110.01,ILLOVO,110.01,126.5,110.01,110.01,20144,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/23/2021,14:34:46,ILLOVO SUGAR MALAWI PLC
15014,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/23/2021,14:34:46,MALAWI PROPERTY INVESTMENT COMPANY PLC
15015,8,,,NBM,650.1,0,650.1,650.1,0,27.84,4.28,7.38,13.55,2.58,303552.32,22406,466931738,7/23/2021,14:34:46,NATIONAL BANK OF MALAWI
15016,9,,,NBS,0,26.37,26.37,26.37,0,1.15,4.36,9.19,10.89,4,76751.82,7049.75,2910573356,7/23/2021,14:34:46,NBS BANK PLC
15017,10,55,55,NICO,55,0,55,55,10000,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/23/2021,14:34:46,NICO HOLDINGS PLC
15018,11,80.7,80.7,NITL,75,80.7,80.7,80.7,30000,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/23/2021,14:34:46,NATIONAL INVESTMENT TRUST PLC
15019,12,,,OMU,0,2100,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/23/2021,14:34:46,OLD MUTUAL LIMITED
15020,13,,,PCL,1020,1199.93,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/23/2021,14:34:46,PRESS CORPORATION PLC
15021,14,1200.16,1200.16,STANDARD,1200.16,0,1200.16,1200.16,2934,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/23/2021,14:34:46,STANDARD BANK MALAWI PLC
15022,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/23/2021,14:34:46,SUNBIRD TOURISM PLC
15023,16,16,16,TNM,16,0,16,16,162117,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/23/2021,14:34:46,TELEKOM NETWORKS MALAWI PLC
15024,1,35.75,35.75,AIRTEL,33.34,35.75,35.75,35.75,3120,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/22/2021,14:39:16,AIRTEL MALAWI PLC
15025,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/22/2021,14:39:16,BLANTYRE HOTELS PLC
15026,3,,,FDHB,13.6,15.98,15.98,15.98,0,0.43,2.69,12.68,7.88,4.09,110278.48,13988.78,6901031250,7/22/2021,14:39:16,FDH BANK PLC
15027,4,,,FMBCH,55.26,65,65,65,0,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/22/2021,14:39:16,FMB CAPITAL HOLDINGS PLC
15028,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/22/2021,14:39:16,ICON PROPERTIES PLC
15029,6,,,ILLOVO,110.01,126.5,110.01,110.01,0,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/22/2021,14:39:16,ILLOVO SUGAR MALAWI PLC
15030,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/22/2021,14:39:16,MALAWI PROPERTY INVESTMENT COMPANY PLC
15031,8,650.1,650.1,NBM,650.1,0,650.1,650.1,3000,27.84,4.28,7.38,13.55,2.58,303552.32,22406,466931738,7/22/2021,14:39:16,NATIONAL BANK OF MALAWI
15032,9,26.38,26.37,NBS,0,26.38,26.38,26.37,374752,1.15,4.36,9.19,10.89,4,76751.82,7049.75,2910573356,7/22/2021,14:39:16,NBS BANK PLC
15033,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/22/2021,14:39:16,NICO HOLDINGS PLC
15034,11,80.7,80.7,NITL,75,80.7,80.7,80.7,100000,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/22/2021,14:39:16,NATIONAL INVESTMENT TRUST PLC
15035,12,,,OMU,0,2100,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/22/2021,14:39:16,OLD MUTUAL LIMITED
15036,13,1199.93,1199.93,PCL,1020,1199.93,1199.93,1199.93,295443,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/22/2021,14:39:16,PRESS CORPORATION PLC
15037,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/22/2021,14:39:16,STANDARD BANK MALAWI PLC
15038,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/22/2021,14:39:16,SUNBIRD TOURISM PLC
15039,16,16,16,TNM,14,16,16,16,3996001,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/22/2021,14:39:16,TELEKOM NETWORKS MALAWI PLC
15040,1,35.75,35.75,AIRTEL,33.34,35.75,35.75,35.75,14398,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/21/2021,14:34:41,AIRTEL MALAWI PLC
15041,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/21/2021,14:34:41,BLANTYRE HOTELS PLC
15042,3,15.98,15.98,FDHB,13.6,15.98,15.98,15.98,9833,0.43,2.69,12.68,7.88,4.09,110278.48,13988.78,6901031250,7/21/2021,14:34:41,FDH BANK PLC
15043,4,,,FMBCH,55.26,65,65,65,0,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/21/2021,14:34:41,FMB CAPITAL HOLDINGS PLC
15044,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/21/2021,14:34:41,ICON PROPERTIES PLC
15045,6,,,ILLOVO,110.01,126.5,110.01,110.01,0,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/21/2021,14:34:41,ILLOVO SUGAR MALAWI PLC
15046,7,16,16,MPICO,14.5,16,16,16,3000,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/21/2021,14:34:41,MALAWI PROPERTY INVESTMENT COMPANY PLC
15047,8,650.1,650.1,NBM,650.1,0,650.09,650.1,6092,27.84,4.28,7.38,13.55,2.58,303552.32,22406,466931738,7/21/2021,14:34:41,NATIONAL BANK OF MALAWI
15048,9,26.38,26.37,NBS,0,26.38,26.38,26.38,189000,1.15,4.36,9.18,10.89,4.01,76780.93,7049.75,2910573356,7/21/2021,14:34:41,NBS BANK PLC
15049,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/21/2021,14:34:41,NICO HOLDINGS PLC
15050,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/21/2021,14:34:41,NATIONAL INVESTMENT TRUST PLC
15051,12,2190,2190,OMU,0,1900,2190,2190,108779,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/21/2021,14:34:41,OLD MUTUAL LIMITED
15052,13,,,PCL,1020,1199.93,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/21/2021,14:34:41,PRESS CORPORATION PLC
15053,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/21/2021,14:34:41,STANDARD BANK MALAWI PLC
15054,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/21/2021,14:34:41,SUNBIRD TOURISM PLC
15055,16,16,16,TNM,14,16,16,16,5410682,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/21/2021,14:34:41,TELEKOM NETWORKS MALAWI PLC
15056,1,35.75,35.75,AIRTEL,33.34,35.75,35.75,35.75,3000,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/20/2021,14:36:14,AIRTEL MALAWI PLC
15057,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/20/2021,14:36:14,BLANTYRE HOTELS PLC
15058,3,,,FDHB,13.6,15.98,15.98,15.98,0,0.43,2.69,12.68,7.88,4.09,110278.48,13988.78,6901031250,7/20/2021,14:36:14,FDH BANK PLC
15059,4,,,FMBCH,55.26,65,65,65,0,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/20/2021,14:36:14,FMB CAPITAL HOLDINGS PLC
15060,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/20/2021,14:36:14,ICON PROPERTIES PLC
15061,6,,,ILLOVO,110.01,126.5,110.01,110.01,0,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/20/2021,14:36:14,ILLOVO SUGAR MALAWI PLC
15062,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/20/2021,14:36:14,MALAWI PROPERTY INVESTMENT COMPANY PLC
15063,8,,,NBM,650.09,0,650.09,650.09,0,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/20/2021,14:36:14,NATIONAL BANK OF MALAWI
15064,9,,,NBS,0,26.38,26.38,26.38,0,1.15,4.36,9.18,10.89,4.01,76780.93,7049.75,2910573356,7/20/2021,14:36:14,NBS BANK PLC
15065,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/20/2021,14:36:14,NICO HOLDINGS PLC
15066,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/20/2021,14:36:14,NATIONAL INVESTMENT TRUST PLC
15067,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/20/2021,14:36:14,OLD MUTUAL LIMITED
15068,13,,,PCL,1020,1199.93,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/20/2021,14:36:14,PRESS CORPORATION PLC
15069,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/20/2021,14:36:14,STANDARD BANK MALAWI PLC
15070,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/20/2021,14:36:14,SUNBIRD TOURISM PLC
15071,16,,,TNM,14,16,16,16,0,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/20/2021,14:36:14,TELEKOM NETWORKS MALAWI PLC
15072,1,35.75,35.75,AIRTEL,33.34,35.75,35.75,35.75,107019,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/19/2021,14:41:22,AIRTEL MALAWI PLC
15073,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/19/2021,14:41:22,BLANTYRE HOTELS PLC
15074,3,15.98,15.98,FDHB,13.6,15.98,15.99,15.98,522,0.43,2.69,12.68,7.88,4.09,110278.48,13988.78,6901031250,7/19/2021,14:41:22,FDH BANK PLC
15075,4,65,65,FMBCH,55.26,65,65,65,50750,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/19/2021,14:41:22,FMB CAPITAL HOLDINGS PLC
15076,5,12.13,12.13,ICON,10.31,12.13,12.13,12.13,5055,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/19/2021,14:41:22,ICON PROPERTIES PLC
15077,6,,,ILLOVO,110.01,126.5,110.01,110.01,0,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/19/2021,14:41:22,ILLOVO SUGAR MALAWI PLC
15078,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/19/2021,14:41:22,MALAWI PROPERTY INVESTMENT COMPANY PLC
15079,8,,,NBM,650.09,0,650.09,650.09,0,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/19/2021,14:41:22,NATIONAL BANK OF MALAWI
15080,9,26.38,26.38,NBS,0,26.38,26.39,26.38,1850,1.15,4.36,9.18,10.89,4.01,76780.93,7049.75,2910573356,7/19/2021,14:41:22,NBS BANK PLC
15081,10,55,55,NICO,55,0,55,55,50000,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/19/2021,14:41:22,NICO HOLDINGS PLC
15082,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/19/2021,14:41:22,NATIONAL INVESTMENT TRUST PLC
15083,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/19/2021,14:41:22,OLD MUTUAL LIMITED
15084,13,,,PCL,1020,0,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/19/2021,14:41:22,PRESS CORPORATION PLC
15085,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/19/2021,14:41:22,STANDARD BANK MALAWI PLC
15086,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/19/2021,14:41:22,SUNBIRD TOURISM PLC
15087,16,16,16,TNM,14,16,16,16,2700000,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/19/2021,14:41:22,TELEKOM NETWORKS MALAWI PLC
15088,1,,,AIRTEL,35.75,0,35.75,35.75,0,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/16/2021,15:19:14,AIRTEL MALAWI PLC
15089,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/16/2021,15:19:14,BLANTYRE HOTELS PLC
15090,3,15.99,15.99,FDHB,13.6,15.99,15.99,15.99,1830,0.43,2.69,12.68,7.89,4.09,110347.49,13988.78,6901031250,7/16/2021,15:19:14,FDH BANK PLC
15091,4,65.01,65,FMBCH,55.26,0,65,65,80000,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/16/2021,15:19:14,FMB CAPITAL HOLDINGS PLC
15092,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/16/2021,15:19:14,ICON PROPERTIES PLC
15093,6,,,ILLOVO,110.01,126.5,110.01,110.01,0,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/16/2021,15:19:14,ILLOVO SUGAR MALAWI PLC
15094,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/16/2021,15:19:14,MALAWI PROPERTY INVESTMENT COMPANY PLC
15095,8,,,NBM,650.09,0,650.09,650.09,0,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/16/2021,15:19:14,NATIONAL BANK OF MALAWI
15096,9,26.39,26.39,NBS,0,26.39,26.39,26.39,1479,1.15,4.36,9.18,10.9,4.01,76810.03,7049.75,2910573356,7/16/2021,15:19:14,NBS BANK PLC
15097,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/16/2021,15:19:14,NICO HOLDINGS PLC
15098,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/16/2021,15:19:14,NATIONAL INVESTMENT TRUST PLC
15099,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/16/2021,15:19:14,OLD MUTUAL LIMITED
15100,13,,,PCL,1020,0,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/16/2021,15:19:14,PRESS CORPORATION PLC
15101,14,,,STANDARD,1200.16,0,1200.16,1200.16,0,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/16/2021,15:19:14,STANDARD BANK MALAWI PLC
15102,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/16/2021,15:19:14,SUNBIRD TOURISM PLC
15103,16,16,15.99,TNM,14,16,16,16,232306,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/16/2021,15:19:14,TELEKOM NETWORKS MALAWI PLC
15104,1,36,33.34,AIRTEL,33.34,0,33.33,35.75,496610,2.1,5.87,5.62,17.8,16.32,393250,22091,11000000000,7/15/2021,14:41:08,AIRTEL MALAWI PLC
15105,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/15/2021,14:41:08,BLANTYRE HOTELS PLC
15106,3,15.99,15.99,FDHB,13.6,15.99,15.99,15.99,7213,0.43,2.69,12.68,7.89,4.09,110347.49,13988.78,6901031250,7/15/2021,14:41:08,FDH BANK PLC
15107,4,65,65,FMBCH,55.26,65,65,65,21863,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/15/2021,14:41:08,FMB CAPITAL HOLDINGS PLC
15108,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/15/2021,14:41:08,ICON PROPERTIES PLC
15109,6,110.01,110.01,ILLOVO,110.01,120.43,110,110.01,5000,2,1.82,3.49,28.65,1.09,78486.02,2739,713444391,7/15/2021,14:41:08,ILLOVO SUGAR MALAWI PLC
15110,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/15/2021,14:41:08,MALAWI PROPERTY INVESTMENT COMPANY PLC
15111,8,650.09,650.09,NBM,650.09,0,650.09,650.09,200,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/15/2021,14:41:08,NATIONAL BANK OF MALAWI
15112,9,26.39,26.39,NBS,0,26.39,26.39,26.39,113952,1.15,4.36,9.18,10.9,4.01,76810.03,7049.75,2910573356,7/15/2021,14:41:08,NBS BANK PLC
15113,10,55,55,NICO,55,0,55,55,1000,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/15/2021,14:41:08,NICO HOLDINGS PLC
15114,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/15/2021,14:41:08,NATIONAL INVESTMENT TRUST PLC
15115,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/15/2021,14:41:08,OLD MUTUAL LIMITED
15116,13,,,PCL,1020,0,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/15/2021,14:41:08,PRESS CORPORATION PLC
15117,14,1200.16,1200.16,STANDARD,1200.16,0,1200.15,1200.16,10000,44.74,3.73,8.43,11.86,2.66,281639.34,23743,234668162,7/15/2021,14:41:08,STANDARD BANK MALAWI PLC
15118,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/15/2021,14:41:08,SUNBIRD TOURISM PLC
15119,16,16,15.99,TNM,14,16,16,16,79275,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/15/2021,14:41:08,TELEKOM NETWORKS MALAWI PLC
15120,1,33.33,33.33,AIRTEL,33.34,36,33.33,33.33,5501,2.1,6.3,6.03,16.6,15.22,366630,22091,11000000000,7/14/2021,14:49:58,AIRTEL MALAWI PLC
15121,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/14/2021,14:49:58,BLANTYRE HOTELS PLC
15122,3,,,FDHB,13.6,15.99,15.99,15.99,0,0.43,2.69,12.68,7.89,4.09,110347.49,13988.78,6901031250,7/14/2021,14:49:58,FDH BANK PLC
15123,4,65,65,FMBCH,55.26,65,65,65,15194,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/14/2021,14:49:58,FMB CAPITAL HOLDINGS PLC
15124,5,,,ICON,10.31,12.13,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/14/2021,14:49:58,ICON PROPERTIES PLC
15125,6,110,110,ILLOVO,110,120.43,104.73,110,5000,2,1.82,3.49,28.65,1.09,78478.88,2739,713444391,7/14/2021,14:49:58,ILLOVO SUGAR MALAWI PLC
15126,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/14/2021,14:49:58,MALAWI PROPERTY INVESTMENT COMPANY PLC
15127,8,,,NBM,650.09,0,650.09,650.09,0,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/14/2021,14:49:58,NATIONAL BANK OF MALAWI
15128,9,26.39,26.39,NBS,0,26.39,26.39,26.39,2961,1.15,4.36,9.18,10.9,4.01,76810.03,7049.75,2910573356,7/14/2021,14:49:58,NBS BANK PLC
15129,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/14/2021,14:49:58,NICO HOLDINGS PLC
15130,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/14/2021,14:49:58,NATIONAL INVESTMENT TRUST PLC
15131,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/14/2021,14:49:58,OLD MUTUAL LIMITED
15132,13,,,PCL,1020,0,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/14/2021,14:49:58,PRESS CORPORATION PLC
15133,14,,,STANDARD,1200.15,0,1200.15,1200.15,0,44.74,3.73,8.43,11.86,2.66,281636.99,23743,234668162,7/14/2021,14:49:58,STANDARD BANK MALAWI PLC
15134,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/14/2021,14:49:58,SUNBIRD TOURISM PLC
15135,16,16,16,TNM,14,16,16,16,301,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/14/2021,14:49:58,TELEKOM NETWORKS MALAWI PLC
15136,1,33.33,33.33,AIRTEL,33.33,36,32.56,33.33,188817,2.1,6.3,6.03,16.6,15.22,366630,22091,11000000000,7/13/2021,14:38:49,AIRTEL MALAWI PLC
15137,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/13/2021,14:38:49,BLANTYRE HOTELS PLC
15138,3,,,FDHB,13.6,16,15.99,15.99,0,0.43,2.69,12.68,7.89,4.09,110347.49,13988.78,6901031250,7/13/2021,14:38:49,FDH BANK PLC
15139,4,65,65,FMBCH,55.26,65,65,65,98475,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/13/2021,14:38:49,FMB CAPITAL HOLDINGS PLC
15140,5,,,ICON,10.31,0,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/13/2021,14:38:49,ICON PROPERTIES PLC
15141,6,,,ILLOVO,104.73,110,104.73,104.73,0,2,1.91,3.67,27.28,1.04,74719.03,2739,713444391,7/13/2021,14:38:49,ILLOVO SUGAR MALAWI PLC
15142,7,,,MPICO,14.5,16,16,16,0,0.28,1.75,11.51,8.69,0.84,36768.76,4231.03,2298047460,7/13/2021,14:38:49,MALAWI PROPERTY INVESTMENT COMPANY PLC
15143,8,,,NBM,650.09,0,650.09,650.09,0,27.84,4.28,7.38,13.55,2.58,303547.65,22406,466931738,7/13/2021,14:38:49,NATIONAL BANK OF MALAWI
15144,9,26.39,26.39,NBS,0,26.39,26.39,26.39,31790,1.15,4.36,9.18,10.9,4.01,76810.03,7049.75,2910573356,7/13/2021,14:38:49,NBS BANK PLC
15145,10,,,NICO,55,0,55,55,0,2.3,4.18,17.44,5.73,1.43,57367.26,10004,1043041096,7/13/2021,14:38:49,NICO HOLDINGS PLC
15146,11,,,NITL,75,80.7,80.7,80.7,0,1.3,1.61,13.57,7.37,0.84,10894.5,1478.52,135000000,7/13/2021,14:38:49,NATIONAL INVESTMENT TRUST PLC
15147,12,,,OMU,0,1900,2190,2190,0,18.25,0.83,-2.17,-46.02,3.01,35619.56,-774.07,16264639,7/13/2021,14:38:49,OLD MUTUAL LIMITED
15148,13,,,PCL,1020,0,1199.93,1199.93,0,31,2.58,2.49,40.19,0.91,144298.57,3590,120255820,7/13/2021,14:38:49,PRESS CORPORATION PLC
15149,14,,,STANDARD,1200.15,0,1200.15,1200.15,0,44.74,3.73,8.43,11.86,2.66,281636.99,23743,234668162,7/13/2021,14:38:49,STANDARD BANK MALAWI PLC
15150,15,,,SUNBIRD,76.5,90,90,90,0,0,0,-5.01,-19.95,0.87,23542.43,-1179.85,261582580,7/13/2021,14:38:49,SUNBIRD TOURISM PLC
15151,16,16,16,TNM,14,16,16,16,14000,0.4,2.5,4.81,20.79,3.66,160647.2,7728,10040450000,7/13/2021,14:38:49,TELEKOM NETWORKS MALAWI PLC
15152,1,32.56,32.56,AIRTEL,32.56,33.33,32.56,32.56,2500,2.1,6.45,6.17,16.21,14.87,358160,22091,11000000000,7/12/2021,14:43:50,AIRTEL MALAWI PLC
15153,2,,,BHL,,,11,11,0,0,0,-4.91,-20.36,1.37,9237.26,-453.77,839750705,7/12/2021,14:43:50,BLANTYRE HOTELS PLC
15154,3,15.99,15.99,FDHB,13.6,16,16,15.99,81694,0.43,2.69,12.68,7.89,4.09,110347.49,13988.78,6901031250,7/12/2021,14:43:50,FDH BANK PLC
15155,4,65,65,FMBCH,55.26,65,65.01,65,157137,0.62,0.95,6.22,16.07,2.46,159786.25,9942,2458250000,7/12/2021,14:43:50,FMB CAPITAL HOLDINGS PLC
15156,5,,,ICON,10.31,0,12.13,12.13,0,0.23,1.9,10.62,9.42,1,81028.4,8604.76,6680000000,7/12/2021,14:43:50,ICON PROPERTIES PLC
