,counter_id,daily_range_high,daily_range_low,ticker,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time,name
2647,8,4578.51,4578.49,NBM,4578.5,5000,4578.5,4578.5,135522,102.8,2.25,3.38,29.59,10.35,2137846.96,72245,466931738,1/17/2025,14:41:08,NATIONAL BANK OF MALAWI
2648,9,316.75,297,NBS,275.46,316.75,275.44,311.66,408016,4.54,1.46,3.24,30.88,18.13,907109.29,29378,2910573356,1/17/2025,14:41:08,NBS BANK PLC
2649,10,418.99,418.99,NICO,0,418.99,418.99,418.99,31237,10,2.39,7.12,14.05,4.8,437023.79,31096,1043041096,1/17/2025,14:41:08,NICO HOLDINGS PLC
2650,11,,,NITL,440,0,440,440,0,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/17/2025,14:41:08,NATIONAL INVESTMENT TRUST PLC
2651,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.49,22.25,1.99,28293.15,1271.4,14509231,1/17/2025,14:41:08,OLD MUTUAL LIMITED
2652,13,,,PCL,0,2499.97,2499.95,2499.95,0,46,1.84,13.45,7.44,1.14,300633.54,40421,120255820,1/17/2025,14:41:08,PRESS CORPORATION PLC
2653,14,6900.01,6900.01,STANDARD,6900.01,0,6900,6900.01,2226,108.24,1.57,3.24,30.83,8.35,1619212.66,52520,234668162,1/17/2025,14:41:08,STANDARD BANK MALAWI PLC
2654,15,,,SUNBIRD,240.1,0,240.1,240.1,0,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/17/2025,14:41:08,SUNBIRD TOURISM PLC
2655,16,20.49,20.49,TNM,0,20.49,20.49,20.49,33935,0,0,-2.31,-43.22,4.93,205728.82,-4760,10040450000,1/17/2025,14:41:08,TELEKOM NETWORKS MALAWI PLC
2656,1,85,84.99,AIRTEL,0,84.99,85,85,220207,0,0,-1.65,-60.62,-88.15,935000,-15424.24,11000000000,1/16/2025,14:39:28,AIRTEL MALAWI PLC
2657,2,,,BHL,0,14.55,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/16/2025,14:39:28,BLANTYRE HOTELS PLC
2658,3,148.26,148.22,FDHB,148.26,0,148.22,148.22,487516,3.28,2.21,3.48,28.69,17.42,1022870.85,35646.93,6901031250,1/16/2025,14:39:28,FDH BANK PLC
2659,4,,,FMBCH,555.02,0,555.01,555.01,0,10.99,1.98,4.42,22.63,5.9,1364353.33,60287.2,2458250000,1/16/2025,14:39:28,FMB CAPITAL HOLDINGS PLC
2660,5,18.04,18.04,ICON,0,18.04,18.04,18.04,77034,0.27,1.5,15.9,6.29,1,120507.2,19159.35,6680000000,1/16/2025,14:39:28,ICON PROPERTIES PLC
2661,6,1355.09,1355.09,ILLOVO,0,1355.09,1355.09,1355.09,1651,5,0.37,2.34,42.72,6.5,966781.36,22632,713444391,1/16/2025,14:39:28,ILLOVO SUGAR MALAWI PLC
2662,7,,,MPICO,19,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/16/2025,14:39:28,MALAWI PROPERTY INVESTMENT COMPANY PLC
2663,8,4578.5,4578.5,NBM,4578.5,0,4571.07,4578.5,3661,102.8,2.25,3.38,29.59,10.35,2137846.96,72245,466931738,1/16/2025,14:39:28,NATIONAL BANK OF MALAWI
2664,9,275.46,275.43,NBS,275.46,297,275.44,275.44,443536,4.54,1.65,3.66,27.29,16.03,801688.33,29378,2910573356,1/16/2025,14:39:28,NBS BANK PLC
2665,10,418.99,418.99,NICO,0,418.99,418.99,418.99,85963,10,2.39,7.12,14.05,4.8,437023.79,31096,1043041096,1/16/2025,14:39:28,NICO HOLDINGS PLC
2666,11,,,NITL,440,0,440,440,0,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/16/2025,14:39:28,NATIONAL INVESTMENT TRUST PLC
2667,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.49,22.25,1.99,28293.15,1271.4,14509231,1/16/2025,14:39:28,OLD MUTUAL LIMITED
2668,13,2499.97,2499.81,PCL,0,2499.97,2499.81,2499.95,1976,46,1.84,13.45,7.44,1.14,300633.54,40421,120255820,1/16/2025,14:39:28,PRESS CORPORATION PLC
2669,14,,,STANDARD,6900,0,6900,6900,0,108.24,1.57,3.24,30.83,8.35,1619210.32,52520,234668162,1/16/2025,14:39:28,STANDARD BANK MALAWI PLC
2670,15,,,SUNBIRD,240.1,0,240.1,240.1,0,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/16/2025,14:39:28,SUNBIRD TOURISM PLC
2671,16,20.5,20.48,TNM,0,20.49,20.49,20.49,60051,0,0,-2.31,-43.22,4.93,205728.82,-4760,10040450000,1/16/2025,14:39:28,TELEKOM NETWORKS MALAWI PLC
2672,1,85,84.98,AIRTEL,0,85,85.24,85,76654,0,0,-1.65,-60.62,-88.15,935000,-15424.24,11000000000,1/14/2025,14:48:37,AIRTEL MALAWI PLC
2673,2,,,BHL,0,14.55,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/14/2025,14:48:37,BLANTYRE HOTELS PLC
2674,3,148.22,148.2,FDHB,0,148.22,148.22,148.22,397552,3.28,2.21,3.48,28.69,17.42,1022870.85,35646.93,6901031250,1/14/2025,14:48:37,FDH BANK PLC
2675,4,,,FMBCH,555.02,0,555.01,555.01,0,10.99,1.98,4.42,22.63,5.9,1364353.33,60287.2,2458250000,1/14/2025,14:48:37,FMB CAPITAL HOLDINGS PLC
2676,5,,,ICON,0,18.04,18.04,18.04,0,0.27,1.5,15.9,6.29,1,120507.2,19159.35,6680000000,1/14/2025,14:48:37,ICON PROPERTIES PLC
2677,6,1355.09,1355.08,ILLOVO,1355.08,1355.09,1355.08,1355.09,5720,5,0.37,2.34,42.72,6.5,966781.36,22632,713444391,1/14/2025,14:48:37,ILLOVO SUGAR MALAWI PLC
2678,7,,,MPICO,18.53,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/14/2025,14:48:37,MALAWI PROPERTY INVESTMENT COMPANY PLC
2679,8,4578.5,4000,NBM,4000,4578.5,3981.5,4571.07,7941,102.8,2.25,3.38,29.54,10.34,2134377.66,72245,466931738,1/14/2025,14:48:37,NATIONAL BANK OF MALAWI
2680,9,275.44,275.43,NBS,239.51,275.44,275.44,275.44,588625,4.54,1.65,3.66,27.29,16.03,801688.33,29378,2910573356,1/14/2025,14:48:37,NBS BANK PLC
2681,10,418.99,418.95,NICO,0,418.99,418.99,418.99,108772,10,2.39,7.12,14.05,4.8,437023.79,31096,1043041096,1/14/2025,14:48:37,NICO HOLDINGS PLC
2682,11,440,440,NITL,440,0,440,440,600,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/14/2025,14:48:37,NATIONAL INVESTMENT TRUST PLC
2683,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/14/2025,14:48:37,OLD MUTUAL LIMITED
2684,13,,,PCL,0,2499.81,2499.81,2499.81,0,46,1.84,13.45,7.44,1.14,300616.7,40421,120255820,1/14/2025,14:48:37,PRESS CORPORATION PLC
2685,14,6900,6900,STANDARD,6483.97,0,6483.97,6900,2011,108.24,1.57,3.24,30.83,8.35,1619210.32,52520,234668162,1/14/2025,14:48:37,STANDARD BANK MALAWI PLC
2686,15,,,SUNBIRD,240.1,0,240.1,240.1,0,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/14/2025,14:48:37,SUNBIRD TOURISM PLC
2687,16,20.5,20.49,TNM,0,20.5,20.5,20.49,64464,0,0,-2.31,-43.22,4.93,205728.82,-4760,10040450000,1/14/2025,14:48:37,TELEKOM NETWORKS MALAWI PLC
2688,1,89.99,85,AIRTEL,0,85,86.06,85.24,68764,0,0,-1.65,-60.79,-88.4,937640,-15424.24,11000000000,1/13/2025,14:40:03,AIRTEL MALAWI PLC
2689,2,,,BHL,0,14.55,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/13/2025,14:40:03,BLANTYRE HOTELS PLC
2690,3,148.22,148.2,FDHB,0,148.21,148.22,148.22,152518,3.28,2.21,3.48,28.69,17.42,1022870.85,35646.93,6901031250,1/13/2025,14:40:03,FDH BANK PLC
2691,4,555.01,555,FMBCH,555,0,555,555.01,8655,10.99,1.98,4.42,22.63,5.9,1364353.33,60287.2,2458250000,1/13/2025,14:40:03,FMB CAPITAL HOLDINGS PLC
2692,5,18.04,18.04,ICON,0,18.04,18.05,18.04,16400,0.27,1.5,15.9,6.29,1,120507.2,19159.35,6680000000,1/13/2025,14:40:03,ICON PROPERTIES PLC
2693,6,1355.09,1355.08,ILLOVO,0,1355.09,1355.09,1355.08,70,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/13/2025,14:40:03,ILLOVO SUGAR MALAWI PLC
2694,7,18.53,18.53,MPICO,18.53,0,18.53,18.53,3250,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/13/2025,14:40:03,MALAWI PROPERTY INVESTMENT COMPANY PLC
2695,8,,,NBM,3981.5,4578.5,3981.5,3981.5,0,102.8,2.58,3.89,25.73,9,1859088.71,72245,466931738,1/13/2025,14:40:03,NATIONAL BANK OF MALAWI
2696,9,275.44,275.44,NBS,275.44,297.35,258.57,275.44,501500,4.54,1.65,3.66,27.29,16.03,801688.33,29378,2910573356,1/13/2025,14:40:03,NBS BANK PLC
2697,10,419,418.99,NICO,0,418.99,419,418.99,36410,10,2.39,7.12,14.05,4.8,437023.79,31096,1043041096,1/13/2025,14:40:03,NICO HOLDINGS PLC
2698,11,,,NITL,440,0,440,440,0,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/13/2025,14:40:03,NATIONAL INVESTMENT TRUST PLC
2699,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/13/2025,14:40:03,OLD MUTUAL LIMITED
2700,13,,,PCL,0,2499.97,2499.81,2499.81,0,46,1.84,13.45,7.44,1.14,300616.7,40421,120255820,1/13/2025,14:40:03,PRESS CORPORATION PLC
2701,14,,,STANDARD,6483.97,0,6483.97,6483.97,0,108.24,1.67,3.45,28.97,7.85,1521581.32,52520,234668162,1/13/2025,14:40:03,STANDARD BANK MALAWI PLC
2702,15,,,SUNBIRD,240.1,0,240.1,240.1,0,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/13/2025,14:40:03,SUNBIRD TOURISM PLC
2703,16,20.5,20.5,TNM,0,20.5,20.5,20.5,50485,0,0,-2.31,-43.24,4.93,205829.23,-4760,10040450000,1/13/2025,14:40:03,TELEKOM NETWORKS MALAWI PLC
2704,1,89.99,85,AIRTEL,85.49,89.99,85.09,86.06,166931,0,0,-1.63,-61.37,-89.25,946660,-15424.24,11000000000,1/10/2025,14:32:58,AIRTEL MALAWI PLC
2705,2,14.55,14.55,BHL,0,14.55,14.55,14.55,29446,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/10/2025,14:32:58,BLANTYRE HOTELS PLC
2706,3,148.24,148.21,FDHB,0,148.22,148.24,148.22,283448,3.28,2.21,3.48,28.69,17.42,1022870.85,35646.93,6901031250,1/10/2025,14:32:58,FDH BANK PLC
2707,4,555,555,FMBCH,555,0,555,555,217249,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/10/2025,14:32:58,FMB CAPITAL HOLDINGS PLC
2708,5,,,ICON,0,18.05,18.05,18.05,0,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/10/2025,14:32:58,ICON PROPERTIES PLC
2709,6,1355.09,1355.08,ILLOVO,0,1355.09,1355.08,1355.09,14605,5,0.37,2.34,42.72,6.5,966781.36,22632,713444391,1/10/2025,14:32:58,ILLOVO SUGAR MALAWI PLC
2710,7,,,MPICO,18.53,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/10/2025,14:32:58,MALAWI PROPERTY INVESTMENT COMPANY PLC
2711,8,3981.5,3981.5,NBM,3981.5,0,3462.23,3981.5,7000,102.8,2.58,3.89,25.73,9,1859088.71,72245,466931738,1/10/2025,14:32:58,NATIONAL BANK OF MALAWI
2712,9,275.43,258.27,NBS,275.43,0,258.27,258.57,430194,4.54,1.76,3.9,25.62,15.04,752586.95,29378,2910573356,1/10/2025,14:32:58,NBS BANK PLC
2713,10,419,419,NICO,0,419,419,419,66585,10,2.39,7.12,14.05,4.8,437034.22,31096,1043041096,1/10/2025,14:32:58,NICO HOLDINGS PLC
2714,11,440,440,NITL,440,0,440,440,20424,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/10/2025,14:32:58,NATIONAL INVESTMENT TRUST PLC
2715,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/10/2025,14:32:58,OLD MUTUAL LIMITED
2716,13,,,PCL,0,2499.97,2499.81,2499.81,0,46,1.84,13.45,7.44,1.14,300616.7,40421,120255820,1/10/2025,14:32:58,PRESS CORPORATION PLC
2717,14,,,STANDARD,6483.97,0,6483.97,6483.97,0,108.24,1.67,3.45,28.97,7.85,1521581.32,52520,234668162,1/10/2025,14:32:58,STANDARD BANK MALAWI PLC
2718,15,,,SUNBIRD,240.1,0,240.1,240.1,0,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/10/2025,14:32:58,SUNBIRD TOURISM PLC
2719,16,20.5,20.5,TNM,0,20.5,24,20.5,44555,0,0,-2.31,-43.24,4.93,205829.23,-4760,10040450000,1/10/2025,14:32:58,TELEKOM NETWORKS MALAWI PLC
2720,1,90,85,AIRTEL,85,90,90,85.09,458521,0,0,-1.65,-60.68,-88.25,935990,-15424.24,11000000000,1/9/2025,14:58:10,AIRTEL MALAWI PLC
2721,2,14.55,14.55,BHL,14.55,0,14.55,14.55,35750,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/9/2025,14:58:10,BLANTYRE HOTELS PLC
2722,3,148.24,148.23,FDHB,0,148.24,148.23,148.24,206689,3.28,2.21,3.48,28.7,17.43,1023008.87,35646.93,6901031250,1/9/2025,14:58:10,FDH BANK PLC
2723,4,555,555,FMBCH,555,0,555,555,20046,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/9/2025,14:58:10,FMB CAPITAL HOLDINGS PLC
2724,5,,,ICON,0,18.05,18.05,18.05,0,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/9/2025,14:58:10,ICON PROPERTIES PLC
2725,6,1355.08,1355.08,ILLOVO,0,1355.08,1355.08,1355.08,1372,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/9/2025,14:58:10,ILLOVO SUGAR MALAWI PLC
2726,7,18.53,18.53,MPICO,18.53,0,18.53,18.53,20000,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/9/2025,14:58:10,MALAWI PROPERTY INVESTMENT COMPANY PLC
2727,8,3462.23,3462.22,NBM,3462.23,3981.5,3462.19,3462.23,2973,102.8,2.97,4.47,22.38,7.83,1616625.07,72245,466931738,1/9/2025,14:58:10,NATIONAL BANK OF MALAWI
2728,9,275.43,239.51,NBS,239.51,275.43,239.51,258.27,1052905,4.54,1.76,3.91,25.59,15.03,751713.78,29378,2910573356,1/9/2025,14:58:10,NBS BANK PLC
2729,10,419,419,NICO,0,419,419,419,6050,10,2.39,7.12,14.05,4.8,437034.22,31096,1043041096,1/9/2025,14:58:10,NICO HOLDINGS PLC
2730,11,,,NITL,0,440,440,440,0,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/9/2025,14:58:10,NATIONAL INVESTMENT TRUST PLC
2731,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/9/2025,14:58:10,OLD MUTUAL LIMITED
2732,13,,,PCL,0,2499.97,2499.81,2499.81,0,46,1.84,13.45,7.44,1.14,300616.7,40421,120255820,1/9/2025,14:58:10,PRESS CORPORATION PLC
2733,14,6483.97,6483.97,STANDARD,6483.97,0,6483.96,6483.97,174,108.24,1.67,3.45,28.97,7.85,1521581.32,52520,234668162,1/9/2025,14:58:10,STANDARD BANK MALAWI PLC
2734,15,240.1,240.1,SUNBIRD,240.1,0,240.09,240.1,2000,7.7,3.21,8.36,11.96,1.29,62805.98,5251.9,261582580,1/9/2025,14:58:10,SUNBIRD TOURISM PLC
2735,16,,,TNM,0,20.5,24,24,0,0,0,-1.98,-50.62,5.77,240970.8,-4760,10040450000,1/9/2025,14:58:10,TELEKOM NETWORKS MALAWI PLC
2736,1,90,90,AIRTEL,85,90,90,90,18456,0,0,-1.56,-64.18,-93.34,990000,-15424.24,11000000000,1/8/2025,15:05:33,AIRTEL MALAWI PLC
2737,2,,,BHL,14.55,0,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/8/2025,15:05:33,BLANTYRE HOTELS PLC
2738,3,148.24,148.23,FDHB,0,148.24,148.24,148.23,3713721,3.28,2.21,3.48,28.7,17.43,1022939.86,35646.93,6901031250,1/8/2025,15:05:33,FDH BANK PLC
2739,4,555,555,FMBCH,0,555,555,555,14185,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/8/2025,15:05:33,FMB CAPITAL HOLDINGS PLC
2740,5,,,ICON,0,18.05,18.05,18.05,0,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/8/2025,15:05:33,ICON PROPERTIES PLC
2741,6,1355.08,1355.08,ILLOVO,0,1355.08,1355.08,1355.08,36,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/8/2025,15:05:33,ILLOVO SUGAR MALAWI PLC
2742,7,,,MPICO,18.53,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/8/2025,15:05:33,MALAWI PROPERTY INVESTMENT COMPANY PLC
2743,8,3462.21,3462.18,NBM,3462.21,0,3462.18,3462.19,985,102.8,2.97,4.47,22.38,7.83,1616606.39,72245,466931738,1/8/2025,15:05:33,NATIONAL BANK OF MALAWI
2744,9,239.52,239.5,NBS,208.32,0,208.32,239.51,592945,4.54,1.9,4.21,23.73,13.94,697111.42,29378,2910573356,1/8/2025,15:05:33,NBS BANK PLC
2745,10,419,419,NICO,0,419,419,419,11933,10,2.39,7.12,14.05,4.8,437034.22,31096,1043041096,1/8/2025,15:05:33,NICO HOLDINGS PLC
2746,11,440,440,NITL,0,440,440,440,125,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/8/2025,15:05:33,NATIONAL INVESTMENT TRUST PLC
2747,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/8/2025,15:05:33,OLD MUTUAL LIMITED
2748,13,2499.97,2499.81,PCL,0,2499.97,2499.79,2499.81,320040,46,1.84,13.45,7.44,1.14,300616.7,40421,120255820,1/8/2025,15:05:33,PRESS CORPORATION PLC
2749,14,6483.96,6483.96,STANDARD,6483.96,0,6483.96,6483.96,164,108.24,1.67,3.45,28.97,7.85,1521578.98,52520,234668162,1/8/2025,15:05:33,STANDARD BANK MALAWI PLC
2750,15,,,SUNBIRD,240.09,0,240.09,240.09,0,7.7,3.21,8.36,11.96,1.29,62803.36,5251.9,261582580,1/8/2025,15:05:33,SUNBIRD TOURISM PLC
2751,16,24,24,TNM,0,20.5,24,24,4435,0,0,-1.98,-50.62,5.77,240970.8,-4760,10040450000,1/8/2025,15:05:33,TELEKOM NETWORKS MALAWI PLC
2752,1,90,89.99,AIRTEL,85,90,90,90,55583,0,0,-1.56,-64.18,-93.34,990000,-15424.24,11000000000,1/7/2025,14:57:32,AIRTEL MALAWI PLC
2753,2,,,BHL,14.55,0,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/7/2025,14:57:32,BLANTYRE HOTELS PLC
2754,3,148.24,148.23,FDHB,148.24,0,148.23,148.24,7201,3.28,2.21,3.48,28.7,17.43,1023008.87,35646.93,6901031250,1/7/2025,14:57:32,FDH BANK PLC
2755,4,555,555,FMBCH,0,555,555,555,1494,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/7/2025,14:57:32,FMB CAPITAL HOLDINGS PLC
2756,5,18.05,18.05,ICON,0,18.05,18.05,18.05,54718,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/7/2025,14:57:32,ICON PROPERTIES PLC
2757,6,1355.08,1355.08,ILLOVO,0,1355.08,1355.08,1355.08,1313,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/7/2025,14:57:32,ILLOVO SUGAR MALAWI PLC
2758,7,,,MPICO,18.53,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/7/2025,14:57:32,MALAWI PROPERTY INVESTMENT COMPANY PLC
2759,8,3462.18,3462.18,NBM,3462.18,0,3462.18,3462.18,100,102.8,2.97,4.47,22.38,7.83,1616601.72,72245,466931738,1/7/2025,14:57:32,NATIONAL BANK OF MALAWI
2760,9,208.32,208.32,NBS,239.5,0,208.32,208.32,1535572,4.54,2.18,4.85,20.64,12.12,606330.64,29378,2910573356,1/7/2025,14:57:32,NBS BANK PLC
2761,10,419.02,419,NICO,0,419,419.01,419,12885,10,2.39,7.12,14.05,4.8,437034.22,31096,1043041096,1/7/2025,14:57:32,NICO HOLDINGS PLC
2762,11,440,440,NITL,0,440,440,440,10964,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/7/2025,14:57:32,NATIONAL INVESTMENT TRUST PLC
2763,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/7/2025,14:57:32,OLD MUTUAL LIMITED
2764,13,2499.79,2499.79,PCL,2499.97,0,2499.79,2499.79,2087,46,1.84,13.45,7.44,1.14,300614.3,40421,120255820,1/7/2025,14:57:32,PRESS CORPORATION PLC
2765,14,6483.96,6483.95,STANDARD,6483.95,6483.96,6483.95,6483.96,243,108.24,1.67,3.45,28.97,7.85,1521578.98,52520,234668162,1/7/2025,14:57:32,STANDARD BANK MALAWI PLC
2766,15,,,SUNBIRD,240.09,0,240.09,240.09,0,7.7,3.21,8.36,11.96,1.29,62803.36,5251.9,261582580,1/7/2025,14:57:32,SUNBIRD TOURISM PLC
2767,16,24,23.99,TNM,0,24,24.98,24,12380,0,0,-1.98,-50.62,5.77,240970.8,-4760,10040450000,1/7/2025,14:57:32,TELEKOM NETWORKS MALAWI PLC
2768,1,90,90,AIRTEL,85,90,90,90,334070,0,0,-1.56,-64.18,-93.34,990000,-15424.24,11000000000,1/6/2025,14:46:07,AIRTEL MALAWI PLC
2769,2,,,BHL,14.55,0,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/6/2025,14:46:07,BLANTYRE HOTELS PLC
2770,3,148.23,148.23,FDHB,148.23,0,148.22,148.23,182047,3.28,2.21,3.48,28.7,17.43,1022939.86,35646.93,6901031250,1/6/2025,14:46:07,FDH BANK PLC
2771,4,555,554.99,FMBCH,0,555,555,555,67689,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/6/2025,14:46:07,FMB CAPITAL HOLDINGS PLC
2772,5,,,ICON,0,18.05,18.05,18.05,0,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/6/2025,14:46:07,ICON PROPERTIES PLC
2773,6,1355.08,1355.08,ILLOVO,0,1355.08,1355.08,1355.08,146,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/6/2025,14:46:07,ILLOVO SUGAR MALAWI PLC
2774,7,18.53,18.53,MPICO,18.53,0,18.53,18.53,5000,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/6/2025,14:46:07,MALAWI PROPERTY INVESTMENT COMPANY PLC
2775,8,3462.18,3462.18,NBM,3462.18,0,3462.18,3462.18,60,102.8,2.97,4.47,22.38,7.83,1616601.72,72245,466931738,1/6/2025,14:46:07,NATIONAL BANK OF MALAWI
2776,9,224.95,200,NBS,200,0,195.63,208.32,300000,4.54,2.18,4.85,20.64,12.12,606330.64,29378,2910573356,1/6/2025,14:46:07,NBS BANK PLC
2777,10,419.02,419.01,NICO,419,419.02,419.02,419.01,7503,10,2.39,7.12,14.05,4.8,437044.65,31096,1043041096,1/6/2025,14:46:07,NICO HOLDINGS PLC
2778,11,440,440,NITL,0,440,440,440,245,6.5,1.48,36.2,2.76,1.32,59400,21504.55,135000000,1/6/2025,14:46:07,NATIONAL INVESTMENT TRUST PLC
2779,12,,,OMU,1950.01,0,1950.01,1950.01,0,63.37,3.25,4.55,21.99,1.97,27955.99,1271.4,14336331,1/6/2025,14:46:07,OLD MUTUAL LIMITED
2780,13,2499.79,2499.79,PCL,0,2499.79,2499.79,2499.79,23,46,1.84,13.45,7.44,1.14,300614.3,40421,120255820,1/6/2025,14:46:07,PRESS CORPORATION PLC
2781,14,,,STANDARD,6483.95,0,6483.95,6483.95,0,108.24,1.67,3.45,28.97,7.85,1521576.63,52520,234668162,1/6/2025,14:46:07,STANDARD BANK MALAWI PLC
2782,15,240.09,240.09,SUNBIRD,240.09,0,240.09,240.09,3000,7.7,3.21,8.36,11.96,1.29,62803.36,5251.9,261582580,1/6/2025,14:46:07,SUNBIRD TOURISM PLC
2783,16,24.99,24.98,TNM,0,24,24.99,24.98,402850,0,0,-1.9,-52.69,6.01,250810.44,-4760,10040450000,1/6/2025,14:46:07,TELEKOM NETWORKS MALAWI PLC
2784,1,90,89.99,AIRTEL,90,99,90,90,385143,0,0,-1.56,-64.18,-93.34,990000,-15424.24,11000000000,1/3/2025,14:56:21,AIRTEL MALAWI PLC
2785,2,,,BHL,14.55,0,14.55,14.55,0,0,0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935,1/3/2025,14:56:21,BLANTYRE HOTELS PLC
2786,3,148.23,148.22,FDHB,148.22,148.23,148.22,148.22,224650,3.28,2.21,3.48,28.69,17.42,1022870.85,35646.93,6901031250,1/3/2025,14:56:21,FDH BANK PLC
2787,4,555,555,FMBCH,0,555,555,555,354,10.99,1.98,4.42,22.63,5.9,1364328.75,60287.2,2458250000,1/3/2025,14:56:21,FMB CAPITAL HOLDINGS PLC
2788,5,,,ICON,0,18.05,18.05,18.05,0,0.27,1.5,15.89,6.29,1,120574,19159.35,6680000000,1/3/2025,14:56:21,ICON PROPERTIES PLC
2789,6,1355.08,1355.08,ILLOVO,0,1355.08,1355.08,1355.08,36,5,0.37,2.34,42.72,6.5,966774.23,22632,713444391,1/3/2025,14:56:21,ILLOVO SUGAR MALAWI PLC
2790,7,,,MPICO,18.53,0,18.53,18.53,0,0.38,2.05,12.84,7.79,0.74,42582.82,5468.81,2298047460,1/3/2025,14:56:21,MALAWI PROPERTY INVESTMENT COMPANY PLC
2791,8,3462.18,3462.18,NBM,3462.18,0,3462.17,3462.18,89,102.8,2.97,4.47,22.38,7.83,1616601.72,72245,466931738,1/3/2025,14:56:21,NATIONAL BANK OF MALAWI
2792,9,200,174.01,NBS,200,0,174,195.63,178045,4.54,2.32,5.16,19.38,11.38,569395.47,29378,2910573356,1/3/2025,14:56:21,NBS BANK PLC
